UniProt_ID,BindingDB_ID,chEMBL_ID,Molecule_name,IN_KI
Q13976,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3245
Q13976,BDBM5931,CHEMBL296468,BMS387032,IK3246
Q13976,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3247
Q13976,BDBM13531,CHEMBL278041,SB202190,IK3248
Q13976,BDBM24773,CHEMBL572881,MOTESANIB,IK3249
Q13976,BDBM31085,CHEMBL574738,AST487,IK3250
Q13976,BDBM31088,CHEMBL558752,RAF265,IK3251
Q13976,BDBM25045,CHEMBL573339,PI103,IK3252
Q13976,BDBM7533,CHEMBL14762,SELICICLIB,IK3253
Q13976,BDBM13216,CHEMBL1421,DASATINIB,IK3254
Q13976,BDBM16673,CHEMBL1336,SORAFENIB,IK3255
Q13976,BDBM31093,CHEMBL259084,MLN8054,IK3256
Q13976,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3257
Q13976,BDBM5446,CHEMBL553,ERLOTINIB,IK3258
Q13976,BDBM25118,CHEMBL522892,DOVITINIB,IK3259
Q13976,BDBM4814,CHEMBL535,SUNITINIB,IK3260
Q13976,BDBM4851,CHEMBL101253,VATALANIB,IK3261
Q13976,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3262
Q13976,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3263
Q13976,BDBM13535,CHEMBL124660,TANDUTINIB,IK3264
Q13976,BDBM32362,CHEMBL261849,GW632580X,IK3265
Q13976,BDBM5445,CHEMBL554,LAPATINIB,IK3266
Q13976,BDBM21,CHEMBL24828,VANDETANIB,IK3267
Q13976,BDBM5447,CHEMBL939,GEFITINIB,IK3268
Q13976,BDBM13336,CHEMBL10,SB203580,IK3269
Q13976,BDBM31095,CHEMBL1721885,SU014813,IK3270
Q13976,BDBM50110208,CHEMBL440084,SB431542,IK3271
Q13976,BDBM6866,CHEMBL191003,JNJ7706621,IK3272
Q13976,BDBM13530,CHEMBL941,IMATINIB,IK3273
Q13976,BDBM13534,CHEMBL572878,TOZASERTIB,IK3274
Q13976,BDBM3149,CHEMBL60254,BALANOL,IK3275
Q13237,BDBM65501,CHEMBL230446,8-pCPT-cGMP,IK3276
Q13237,BDBM65501,CHEMBL230446,8-pCPT-cGMP,IK3277
Q13237,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3278
Q13237,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3279
Q13237,BDBM50026612,CHEMBL502835,NINTEDANIB,IK3280
Q13237,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3281
Q13237,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3282
Q13237,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3283
Q13237,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3284
Q13237,BDBM13535,CHEMBL124660,TANDUTINIB,IK3285
Q13237,BDBM16673,CHEMBL1336,SORAFENIB,IK3286
Q13237,BDBM50326054,CHEMBL1240703,CGP52421,IK3287
Q13237,BDBM4814,CHEMBL535,SUNITINIB,IK3288
Q13237,BDBM60665,CHEMBL475251,R406,IK3289
Q13237,BDBM13530,CHEMBL941,IMATINIB,IK3290
Q13237,BDBM24773,CHEMBL572881,MOTESANIB,IK3291
Q13237,BDBM25045,CHEMBL573339,PI103,IK3292
Q13237,BDBM50237710,CHEMBL255863,NILOTINIB,IK3293
Q13237,BDBM31095,CHEMBL1721885,SU014813,IK3294
Q13237,BDBM5446,CHEMBL553,ERLOTINIB,IK3295
Q13237,BDBM6568,CHEMBL386051,PD17395,IK3296
Q13237,BDBM50355496,CHEMBL1908397,KW2449,IK3297
Q13237,BDBM25617,CHEMBL1230020,PLX4720,IK3298
Q13237,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK3299
Q13237,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3300
Q13237,BDBM50355495,CHEMBL1908391,MASITINIB,IK3301
Q13237,BDBM27817,CHEMBL464552,GSK1838705A,IK3302
Q13237,BDBM26300,CHEMBL215152,AZD1152HQPA,IK3303
Q13237,BDBM25121,CHEMBL513909,BI2536,IK3304
Q13237,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK3305
Q13237,BDBM25084,CHEMBL230011,TG100115,IK3306
Q13237,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3307
Q13237,BDBM31093,CHEMBL259084,MLN8054,IK3308
Q13237,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK3309
Q13237,BDBM50184807,CHEMBL377300,BRIVANIB,IK3310
Q13237,BDBM13535,CHEMBL124660,TANDUTINIB,IK3311
Q13237,BDBM5445,CHEMBL554,LAPATINIB,IK3312
Q13237,BDBM25118,CHEMBL522892,DOVITINIB,IK3313
Q13237,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3314
Q13237,BDBM13216,CHEMBL1421,DASATINIB,IK3315
Q13237,BDBM16673,CHEMBL1336,SORAFENIB,IK3316
Q13237,BDBM50309910,CHEMBL608154,ML120B,IK3317
Q13237,BDBM31088,CHEMBL558752,RAF265,IK3318
Q13237,BDBM50355499,CHEMBL1908842,JNJ28312141,IK3319
Q13237,BDBM25117,CHEMBL1289926,AXITINIB,IK3320
Q13237,BDBM50355500,CHEMBL1908394,GSK461364,IK3321
Q13237,BDBM50242742,CHEMBL509032,TAE684,IK3322
Q13237,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK3323
Q13237,BDBM5931,CHEMBL296468,BMS387032,IK3324
Q13237,BDBM21079,CHEMBL223360,LINIFANIB,IK3325
Q13237,BDBM5447,CHEMBL939,GEFITINIB,IK3326
Q13237,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3327
Q13237,BDBM25028,CHEMBL521851,PICTILISIB,IK3328
Q13237,BDBM4552,CHEMBL288441,BOSUTINIB,IK3329
Q13237,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK3330
Q13237,BDBM13336,CHEMBL10,SB203580,IK3331
Q13237,BDBM60589,CHEMBL1236107,SGX523,IK3332
Q13237,BDBM24654,CHEMBL445813,AT7519,IK3333
Q13237,BDBM25013,CHEMBL494089,GSK690693,IK3334
Q13237,BDBM32362,CHEMBL261849,GW632580X,IK3335
Q13237,BDBM4779,CHEMBL31965,CANERTINIB,IK3336
Q13237,BDBM50355494,CHEMBL1908396,Ki20227,IK3337
Q13237,BDBM50331096,CHEMBL491473,CEDIRANIB,IK3338
Q13237,BDBM50132260,CHEMBL105442,CI1040,IK3339
Q13237,BDBM15138,CHEMBL379218,A674563,IK3340
Q13237,BDBM21,CHEMBL24828,VANDETANIB,IK3341
Q13237,BDBM25919,CHEMBL249697,BMS345541,IK3342
Q13237,BDBM31085,CHEMBL574738,AST487,IK3343
Q13237,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3344
Q13237,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3345
Q13237,BDBM4851,CHEMBL101253,VATALANIB,IK3346
Q13237,BDBM50322823,CHEMBL1173655,AFATINIB,IK3347
Q13237,BDBM12621,CHEMBL384304,RG547,IK3348
Q13237,BDBM26474,CHEMBL477772,PAZOPANIB,IK3349
Q13237,BDBM4814,CHEMBL535,SUNITINIB,IK3350
Q13237,BDBM50242737,CHEMBL450786,PHA665752,IK3351
Q13237,BDBM13534,CHEMBL572878,TOZASERTIB,IK3352
Q13237,BDBM50161957,CHEMBL180022,NERATINIB,IK3353
Q13237,BDBM21079,CHEMBL223360,LINIFANIB,IK3354
Q13237,BDBM24773,CHEMBL572881,MOTESANIB,IK3355
Q13237,BDBM31085,CHEMBL574738,AST487,IK3356
Q13237,BDBM26300,CHEMBL215152,AZD1152HQPA,IK3357
Q13237,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3358
Q13237,BDBM5931,CHEMBL296468,BMS387032,IK3359
Q13237,BDBM25118,CHEMBL522892,DOVITINIB,IK3360
Q13237,BDBM31088,CHEMBL558752,RAF265,IK3361
Q13237,BDBM4779,CHEMBL31965,CANERTINIB,IK3362
Q13237,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3363
Q13237,BDBM31340,CHEMBL483321,CP724714,IK3364
Q13237,BDBM13216,CHEMBL1421,DASATINIB,IK3365
Q13237,BDBM31090,CHEMBL607707,PELITINIB,IK3366
Q13237,BDBM5446,CHEMBL553,ERLOTINIB,IK3367
Q13237,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3368
Q13237,BDBM5447,CHEMBL939,GEFITINIB,IK3369
Q13237,BDBM32362,CHEMBL261849,GW632580X,IK3370
Q13237,BDBM26474,CHEMBL477772,PAZOPANIB,IK3371
Q13237,BDBM13530,CHEMBL941,IMATINIB,IK3372
Q13237,BDBM6866,CHEMBL191003,JNJ7706621,IK3373
Q13237,BDBM5445,CHEMBL554,LAPATINIB,IK3374
Q13237,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3375
Q13237,BDBM13535,CHEMBL124660,TANDUTINIB,IK3376
Q13237,BDBM31093,CHEMBL259084,MLN8054,IK3377
Q13237,BDBM25045,CHEMBL573339,PI103,IK3378
Q13237,BDBM4851,CHEMBL101253,VATALANIB,IK3379
Q13237,BDBM7533,CHEMBL14762,SELICICLIB,IK3380
Q13237,BDBM13531,CHEMBL278041,SB202190,IK3381
Q13237,BDBM13336,CHEMBL10,SB203580,IK3382
Q13237,BDBM50110208,CHEMBL440084,SB431542,IK3383
Q13237,BDBM16673,CHEMBL1336,SORAFENIB,IK3384
Q13237,BDBM31095,CHEMBL1721885,SU014813,IK3385
Q13237,BDBM4814,CHEMBL535,SUNITINIB,IK3386
Q13237,BDBM13534,CHEMBL572878,TOZASERTIB,IK3387
Q13237,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3388
Q13237,BDBM21,CHEMBL24828,VANDETANIB,IK3389
P51817,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3390
P51817,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3391
P51817,BDBM50026612,CHEMBL502835,NINTEDANIB,IK3392
P51817,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3393
P51817,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3394
P51817,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3395
P51817,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3396
P51817,BDBM13535,CHEMBL124660,TANDUTINIB,IK3397
P51817,BDBM16673,CHEMBL1336,SORAFENIB,IK3398
P51817,BDBM50326054,CHEMBL1240703,CGP52421,IK3399
P51817,BDBM4814,CHEMBL535,SUNITINIB,IK3400
P51817,BDBM50355495,CHEMBL1908391,MASITINIB,IK3401
P51817,BDBM50355496,CHEMBL1908397,KW2449,IK3402
P51817,BDBM15138,CHEMBL379218,A674563,IK3403
P51817,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK3404
P51817,BDBM60665,CHEMBL475251,R406,IK3405
P51817,BDBM21,CHEMBL24828,VANDETANIB,IK3406
P51817,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3407
P51817,BDBM27817,CHEMBL464552,GSK1838705A,IK3408
P51817,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK3409
P51817,BDBM25013,CHEMBL494089,GSK690693,IK3410
P51817,BDBM13530,CHEMBL941,IMATINIB,IK3411
P51817,BDBM21079,CHEMBL223360,LINIFANIB,IK3412
P51817,BDBM6568,CHEMBL386051,PD17395,IK3413
P51817,BDBM50132260,CHEMBL105442,CI1040,IK3414
P51817,BDBM32362,CHEMBL261849,GW632580X,IK3415
P51817,BDBM60589,CHEMBL1236107,SGX523,IK3416
P51817,BDBM31095,CHEMBL1721885,SU014813,IK3417
P51817,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK3418
P51817,BDBM25045,CHEMBL573339,PI103,IK3419
P51817,BDBM5446,CHEMBL553,ERLOTINIB,IK3420
P51817,BDBM26300,CHEMBL215152,AZD1152HQPA,IK3421
P51817,BDBM16673,CHEMBL1336,SORAFENIB,IK3422
P51817,BDBM50242737,CHEMBL450786,PHA665752,IK3423
P51817,BDBM13216,CHEMBL1421,DASATINIB,IK3424
P51817,BDBM50184807,CHEMBL377300,BRIVANIB,IK3425
P51817,BDBM50309910,CHEMBL608154,ML120B,IK3426
P51817,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK3427
P51817,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3428
P51817,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3429
P51817,BDBM5931,CHEMBL296468,BMS387032,IK3430
P51817,BDBM25919,CHEMBL249697,BMS345541,IK3431
P51817,BDBM50355500,CHEMBL1908394,GSK461364,IK3432
P51817,BDBM50242742,CHEMBL509032,TAE684,IK3433
P51817,BDBM50322823,CHEMBL1173655,AFATINIB,IK3434
P51817,BDBM25617,CHEMBL1230020,PLX4720,IK3435
P51817,BDBM5445,CHEMBL554,LAPATINIB,IK3436
P51817,BDBM24654,CHEMBL445813,AT7519,IK3437
P51817,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3438
P51817,BDBM25121,CHEMBL513909,BI2536,IK3439
P51817,BDBM50355494,CHEMBL1908396,Ki20227,IK3440
P51817,BDBM25084,CHEMBL230011,TG100115,IK3441
P51817,BDBM13535,CHEMBL124660,TANDUTINIB,IK3442
P51817,BDBM24773,CHEMBL572881,MOTESANIB,IK3443
P51817,BDBM25117,CHEMBL1289926,AXITINIB,IK3444
P51817,BDBM31093,CHEMBL259084,MLN8054,IK3445
P51817,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3446
P51817,BDBM4779,CHEMBL31965,CANERTINIB,IK3447
P51817,BDBM50331096,CHEMBL491473,CEDIRANIB,IK3448
P51817,BDBM25118,CHEMBL522892,DOVITINIB,IK3449
P51817,BDBM50237710,CHEMBL255863,NILOTINIB,IK3450
P51817,BDBM13534,CHEMBL572878,TOZASERTIB,IK3451
P51817,BDBM4814,CHEMBL535,SUNITINIB,IK3452
P51817,BDBM31085,CHEMBL574738,AST487,IK3453
P51817,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK3454
P51817,BDBM12621,CHEMBL384304,RG547,IK3455
P51817,BDBM26474,CHEMBL477772,PAZOPANIB,IK3456
P51817,BDBM4851,CHEMBL101253,VATALANIB,IK3457
P51817,BDBM50355499,CHEMBL1908842,JNJ28312141,IK3458
P51817,BDBM25028,CHEMBL521851,PICTILISIB,IK3459
P51817,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3460
P51817,BDBM13336,CHEMBL10,SB203580,IK3461
P51817,BDBM4552,CHEMBL288441,BOSUTINIB,IK3462
P51817,BDBM31088,CHEMBL558752,RAF265,IK3463
P51817,BDBM5447,CHEMBL939,GEFITINIB,IK3464
P51817,BDBM50161957,CHEMBL180022,NERATINIB,IK3465
P51817,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3466
P51817,BDBM32362,CHEMBL261849,GW632580X,IK3467
P51817,BDBM26474,CHEMBL477772,PAZOPANIB,IK3468
P51817,BDBM21079,CHEMBL223360,LINIFANIB,IK3469
P51817,BDBM24773,CHEMBL572881,MOTESANIB,IK3470
P51817,BDBM31085,CHEMBL574738,AST487,IK3471
P51817,BDBM26300,CHEMBL215152,AZD1152HQPA,IK3472
P51817,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3473
P51817,BDBM5931,CHEMBL296468,BMS387032,IK3474
P51817,BDBM25118,CHEMBL522892,DOVITINIB,IK3475
P51817,BDBM31088,CHEMBL558752,RAF265,IK3476
P51817,BDBM4779,CHEMBL31965,CANERTINIB,IK3477
P51817,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3478
P51817,BDBM31340,CHEMBL483321,CP724714,IK3479
P51817,BDBM13216,CHEMBL1421,DASATINIB,IK3480
P51817,BDBM31090,CHEMBL607707,PELITINIB,IK3481
P51817,BDBM5446,CHEMBL553,ERLOTINIB,IK3482
P51817,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3483
P51817,BDBM5447,CHEMBL939,GEFITINIB,IK3484
P51817,BDBM13530,CHEMBL941,IMATINIB,IK3485
P51817,BDBM6866,CHEMBL191003,JNJ7706621,IK3486
P51817,BDBM5445,CHEMBL554,LAPATINIB,IK3487
P51817,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3488
P51817,BDBM13535,CHEMBL124660,TANDUTINIB,IK3489
P51817,BDBM31093,CHEMBL259084,MLN8054,IK3490
P51817,BDBM25045,CHEMBL573339,PI103,IK3491
P51817,BDBM4851,CHEMBL101253,VATALANIB,IK3492
P51817,BDBM7533,CHEMBL14762,SELICICLIB,IK3493
P51817,BDBM13531,CHEMBL278041,SB202190,IK3494
P51817,BDBM13336,CHEMBL10,SB203580,IK3495
P51817,BDBM50110208,CHEMBL440084,SB431542,IK3496
P51817,BDBM16673,CHEMBL1336,SORAFENIB,IK3497
P51817,BDBM31095,CHEMBL1721885,SU014813,IK3498
P51817,BDBM4814,CHEMBL535,SUNITINIB,IK3499
P51817,BDBM13534,CHEMBL572878,TOZASERTIB,IK3500
P51817,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3501
P51817,BDBM21,CHEMBL24828,VANDETANIB,IK3502
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3503
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3504
Q13464,BDBM14031,CHEMBL1233300,HYDROXYFASUDIL,IK3505
Q13464,BDBM14028,CHEMBL406821,H1152P,IK3506
Q13464,BDBM14032,CHEMBL189657,SB729743,IK3507
Q13464,BDBM14041,CHEMBL220465,GSK248233A,IK3508
Q13464,BDBM14051,CHEMBL374453,GSK299115A,IK3509
Q13464,BDBM14052,CHEMBL441702,GSK270822A,IK3510
Q13464,BDBM14053,CHEMBL218720,GSK466314A,IK3511
Q13464,BDBM14056,CHEMBL427058,GSK466317A,IK3512
Q13464,BDBM24990,CHEMBL506153,GW876790X,IK3513
Q13464,BDBM25487,CHEMBL485598,GSK317354A,IK3514
Q13464,BDBM50173320,CHEMBL384073,GSK180736A,IK3515
Q13464,BDBM322155,CHEMBL2005186,SLx2119,IK3516
Q13464,BDBM322155,CHEMBL2005186,SLx2119,IK3517
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3518
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3519
Q13464,BDBM322155,CHEMBL2005186,SLx2119,IK3520
Q13464,BDBM322155,CHEMBL2005186,SLx2119,IK3521
Q13464,BDBM50319005,CHEMBL571948,Y39983,IK3522
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3523
Q13464,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3524
Q13464,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3525
Q13464,BDBM50341243,CHEMBL1765740,GSK2334470,IK3526
Q13464,BDBM50026612,CHEMBL502835,NINTEDANIB,IK3527
Q13464,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK3528
Q13464,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK3529
Q13464,BDBM50026798,CHEMBL1956072,SB742548,IK3530
Q13464,BDBM14032,CHEMBL189657,SB729743,IK3531
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3532
Q13464,BDBM14028,CHEMBL406821,H1152P,IK3533
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3534
Q13464,BDBM50365218,CHEMBL1956071,SB7720770B,IK3535
Q13464,BDBM14032,CHEMBL189657,SB729743,IK3536
Q13464,BDBM24996,CHEMBL188434,SB747651,IK3537
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3538
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3539
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3540
Q13464,BDBM25474,CHEMBL521179,SR3677,IK3541
Q13464,BDBM50173320,CHEMBL384073,GSK180736A,IK3542
Q13464,BDBM15138,CHEMBL379218,A674563,IK3543
Q13464,BDBM50168588,CHEMBL365286,GW549034X,IK3544
Q13464,BDBM50311728,CHEMBL1079921,SR6074,IK3545
Q13464,BDBM50311713,CHEMBL1080279,SR6494,IK3546
Q13464,BDBM14028,CHEMBL406821,H1152P,IK3547
Q13464,BDBM50319005,CHEMBL571948,Y39983,IK3548
Q13464,BDBM50319005,CHEMBL571948,Y39983,IK3549
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3550
Q13464,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3551
Q13464,BDBM4814,CHEMBL535,SUNITINIB,IK3552
Q13464,BDBM13535,CHEMBL124660,TANDUTINIB,IK3553
Q13464,BDBM16673,CHEMBL1336,SORAFENIB,IK3554
Q13464,BDBM50326054,CHEMBL1240703,CGP52421,IK3555
Q13464,BDBM50341243,CHEMBL1765740,GSK2334470,IK3556
Q13464,BDBM13530,CHEMBL941,IMATINIB,IK3557
Q13464,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK3558
Q13464,BDBM50355496,CHEMBL1908397,KW2449,IK3559
Q13464,BDBM50355495,CHEMBL1908391,MASITINIB,IK3560
Q13464,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK3561
Q13464,BDBM50193995,CHEMBL221959,TOFACITINIB,IK3562
Q13464,BDBM27817,CHEMBL464552,GSK1838705A,IK3563
Q13464,BDBM26300,CHEMBL215152,AZD1152HQPA,IK3564
Q13464,BDBM31085,CHEMBL574738,AST487,IK3565
Q13464,BDBM25121,CHEMBL513909,BI2536,IK3566
Q13464,BDBM60665,CHEMBL475251,R406,IK3567
Q13464,BDBM13535,CHEMBL124660,TANDUTINIB,IK3568
Q13464,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK3569
Q13464,BDBM21079,CHEMBL223360,LINIFANIB,IK3570
Q13464,BDBM25084,CHEMBL230011,TG100115,IK3571
Q13464,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK3572
Q13464,BDBM6568,CHEMBL386051,PD17395,IK3573
Q13464,BDBM31093,CHEMBL259084,MLN8054,IK3574
Q13464,BDBM25013,CHEMBL494089,GSK690693,IK3575
Q13464,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK3576
Q13464,BDBM5446,CHEMBL553,ERLOTINIB,IK3577
Q13464,BDBM5447,CHEMBL939,GEFITINIB,IK3578
Q13464,BDBM50184807,CHEMBL377300,BRIVANIB,IK3579
Q13464,BDBM50242737,CHEMBL450786,PHA665752,IK3580
Q13464,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK3581
Q13464,BDBM25045,CHEMBL573339,PI103,IK3582
Q13464,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3583
Q13464,BDBM16673,CHEMBL1336,SORAFENIB,IK3584
Q13464,BDBM13216,CHEMBL1421,DASATINIB,IK3585
Q13464,BDBM50309910,CHEMBL608154,ML120B,IK3586
Q13464,BDBM25118,CHEMBL522892,DOVITINIB,IK3587
Q13464,BDBM31088,CHEMBL558752,RAF265,IK3588
Q13464,BDBM50355500,CHEMBL1908394,GSK461364,IK3589
Q13464,BDBM5931,CHEMBL296468,BMS387032,IK3590
Q13464,BDBM50132260,CHEMBL105442,CI1040,IK3591
Q13464,BDBM25919,CHEMBL249697,BMS345541,IK3592
Q13464,BDBM50242742,CHEMBL509032,TAE684,IK3593
Q13464,BDBM24654,CHEMBL445813,AT7519,IK3594
Q13464,BDBM25617,CHEMBL1230020,PLX4720,IK3595
Q13464,BDBM50161957,CHEMBL180022,NERATINIB,IK3596
Q13464,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK3597
Q13464,BDBM4552,CHEMBL288441,BOSUTINIB,IK3598
Q13464,BDBM60589,CHEMBL1236107,SGX523,IK3599
Q13464,BDBM25117,CHEMBL1289926,AXITINIB,IK3600
Q13464,BDBM31095,CHEMBL1721885,SU014813,IK3601
Q13464,BDBM5655,CHEMBL428690,ALVOCIDIB,IK3602
Q13464,BDBM24773,CHEMBL572881,MOTESANIB,IK3603
Q13464,BDBM4779,CHEMBL31965,CANERTINIB,IK3604
Q13464,BDBM50331096,CHEMBL491473,CEDIRANIB,IK3605
Q13464,BDBM50355494,CHEMBL1908396,Ki20227,IK3606
Q13464,BDBM50322823,CHEMBL1173655,AFATINIB,IK3607
Q13464,BDBM50355499,CHEMBL1908842,JNJ28312141,IK3608
Q13464,BDBM15138,CHEMBL379218,A674563,IK3609
Q13464,BDBM5445,CHEMBL554,LAPATINIB,IK3610
Q13464,BDBM13534,CHEMBL572878,TOZASERTIB,IK3611
Q13464,BDBM21,CHEMBL24828,VANDETANIB,IK3612
Q13464,BDBM12621,CHEMBL384304,RG547,IK3613
Q13464,BDBM26474,CHEMBL477772,PAZOPANIB,IK3614
Q13464,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3615
Q13464,BDBM4851,CHEMBL101253,VATALANIB,IK3616
Q13464,BDBM25028,CHEMBL521851,PICTILISIB,IK3617
Q13464,BDBM32362,CHEMBL261849,GW632580X,IK3618
Q13464,BDBM4814,CHEMBL535,SUNITINIB,IK3619
Q13464,BDBM13336,CHEMBL10,SB203580,IK3620
Q13464,BDBM50237710,CHEMBL255863,NILOTINIB,IK3621
Q13464,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK3622
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3623
Q13464,BDBM50365218,CHEMBL1956071,SB7720770B,IK3624
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3625
Q13464,BDBM50250137,CHEMBL504574,NSC73306,IK3626
Q13464,BDBM14028,CHEMBL406821,H1152P,IK3627
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3628
Q13464,BDBM50381716,CHEMBL1980297,ILORASERTIB,IK3629
Q13464,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK3630
Q13464,BDBM50304148,CHEMBL17551,5-Aminoindazole,IK3631
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3632
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3633
Q13464,BDBM14027,CHEMBL38380,FASUDIL,IK3634
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3635
Q13464,BDBM14029,CHEMBL559147,Y27632,IK3636
Q13464,BDBM14031,CHEMBL1233300,HYDROXYFASUDIL,IK3637
Q13464,BDBM14031,CHEMBL1233300,HYDROXYFASUDIL,IK3638
Q13464,BDBM50417857,CHEMBL1667969,SAR407899,IK3639
O75116,BDBM15211,CHEMBL104264,H89,IK3640
O75116,BDBM27223,CHEMBL495766,ARC1031,IK3641
O75116,BDBM27224,CHEMBL501706,ARC1032,IK3642
O75116,BDBM27225,CHEMBL297394,ARC1012,IK3643
O75116,BDBM27226,CHEMBL524516,ARC1027,IK3644
O75116,BDBM27227,CHEMBL525385,ARC1028,IK3645
O75116,BDBM27228,CHEMBL505949,ARC1039,IK3646
O75116,BDBM27229,CHEMBL498924,ARC1044,IK3647
O75116,BDBM50013811,CHEMBL275224,NORHARMANE,IK3648
O75116,BDBM14027,CHEMBL38380,FASUDIL,IK3649
O75116,BDBM50004233,CHEMBL123,ELLIPTECINE,IK3650
O75116,BDBM50304148,CHEMBL17551,5-Aminoindazole,IK3651
O75116,BDBM30709,CHEMBL1385840,ERGOCORNINE,IK3652
O75116,BDBM32097,CHEMBL216973,5-Aminoisoquinoline,IK3653
O75116,BDBM39246,CHEMBL602837,GNFPf4369,IK3654
O75116,BDBM39302,CHEMBL228792,KINETIN,IK3655
O75116,BDBM50237622,CHEMBL263664,CCT128930,IK3656
O75116,BDBM50307942,CHEMBL598194,CCT129524,IK3657
O75116,BDBM322155,CHEMBL2005186,SLx2119,IK3658
O75116,BDBM322155,CHEMBL2005186,SLx2119,IK3659
O75116,BDBM14029,CHEMBL559147,Y27632,IK3660
O75116,BDBM14029,CHEMBL559147,Y27632,IK3661
O75116,BDBM322155,CHEMBL2005186,SLx2119,IK3662
